,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,param_hidden_layer_sizes,param_max_iter,param_random_state,params,split0_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,mean_train_score,std_train_score
176,2.090818166732788,0.0,0.00862884521484375,0.0,0.001,"(256,)",10,0,"{'alpha': 0.001, 'hidden_layer_sizes': (256,), 'max_iter': 10, 'random_state': 0}",0.635,0.635,0.0,433,0.8893750000000001,0.8893750000000001,0.0
326,3.197314739227295,0.0,0.013708114624023438,0.0,0.1,"(32,)",100,2,"{'alpha': 0.1, 'hidden_layer_sizes': (32,), 'max_iter': 100, 'random_state': 2}",0.635,0.635,0.0,433,0.9977083333333333,0.9977083333333333,0.0
464,2.4957709312438965,0.0,0.0070111751556396484,0.0,1.0,"(256,)",10,0,"{'alpha': 1.0, 'hidden_layer_sizes': (256,), 'max_iter': 10, 'random_state': 0}",0.635,0.635,0.0,433,0.8893750000000001,0.8893750000000001,0.0
656,1.7335009574890137,0.0,0.009649991989135742,0.0,100.0,"(256,)",10,0,"{'alpha': 100.0, 'hidden_layer_sizes': (256,), 'max_iter': 10, 'random_state': 0}",0.635,0.635,0.0,433,0.8893750000000001,0.8893750000000001,0.0
368,2.214082717895508,0.0,0.0046710968017578125,0.0,0.1,"(256,)",10,0,"{'alpha': 0.1, 'hidden_layer_sizes': (256,), 'max_iter': 10, 'random_state': 0}",0.635,0.635,0.0,433,0.8893750000000001,0.8893750000000001,0.0
272,2.736248254776001,0.0,0.04457974433898926,0.0,0.01,"(256,)",10,0,"{'alpha': 0.01, 'hidden_layer_sizes': (256,), 'max_iter': 10, 'random_state': 0}",0.635,0.635,0.0,433,0.8893750000000001,0.8893750000000001,0.0
80,2.811915874481201,0.0,0.02934098243713379,0.0,0.0001,"(256,)",10,0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256,), 'max_iter': 10, 'random_state': 0}",0.635,0.635,0.0,433,0.8893750000000001,0.8893750000000001,0.0
646,8.984939098358154,0.0,0.03380584716796875,0.0,100.0,"(128,)",100,2,"{'alpha': 100.0, 'hidden_layer_sizes': (128,), 'max_iter': 100, 'random_state': 2}",0.6349999999999999,0.6349999999999999,0.0,441,0.9895833333333334,0.9895833333333334,0.0
309,2.5421650409698486,0.0,0.0026810169219970703,0.0,0.1,"(16,)",100,1,"{'alpha': 0.1, 'hidden_layer_sizes': (16,), 'max_iter': 100, 'random_state': 1}",0.6349999999999999,0.6349999999999999,0.0,441,0.9760416666666667,0.9760416666666667,0.0
627,0.7644410133361816,0.0,0.002833127975463867,0.0,100.0,"(64,)",10,3,"{'alpha': 100.0, 'hidden_layer_sizes': (64,), 'max_iter': 10, 'random_state': 3}",0.6333333333333334,0.6333333333333334,0.0,443,0.7129166666666666,0.7129166666666666,0.0
531,1.377377986907959,0.0,0.019832134246826172,0.0,10.0,"(64,)",10,3,"{'alpha': 10.0, 'hidden_layer_sizes': (64,), 'max_iter': 10, 'random_state': 3}",0.6333333333333334,0.6333333333333334,0.0,443,0.7135416666666666,0.7135416666666666,0.0
243,0.8461668491363525,0.0,0.00482630729675293,0.0,0.01,"(64,)",10,3,"{'alpha': 0.01, 'hidden_layer_sizes': (64,), 'max_iter': 10, 'random_state': 3}",0.6333333333333334,0.6333333333333334,0.0,443,0.7135416666666666,0.7135416666666666,0.0
147,1.2579550743103027,0.0,0.0022339820861816406,0.0,0.001,"(64,)",10,3,"{'alpha': 0.001, 'hidden_layer_sizes': (64,), 'max_iter': 10, 'random_state': 3}",0.6333333333333334,0.6333333333333334,0.0,443,0.7135416666666666,0.7135416666666666,0.0
435,0.8991501331329346,0.0,0.00519561767578125,0.0,1.0,"(64,)",10,3,"{'alpha': 1.0, 'hidden_layer_sizes': (64,), 'max_iter': 10, 'random_state': 3}",0.6333333333333334,0.6333333333333334,0.0,443,0.7135416666666666,0.7135416666666666,0.0
51,1.0962951183319092,0.0,0.005515098571777344,0.0,0.0001,"(64,)",10,3,"{'alpha': 0.0001, 'hidden_layer_sizes': (64,), 'max_iter': 10, 'random_state': 3}",0.6333333333333334,0.6333333333333334,0.0,443,0.7135416666666666,0.7135416666666666,0.0
423,3.9584760665893555,0.0,0.005293130874633789,0.0,1.0,"(32,)",100,3,"{'alpha': 1.0, 'hidden_layer_sizes': (32,), 'max_iter': 100, 'random_state': 3}",0.6333333333333334,0.6333333333333334,0.0,443,0.9874999999999999,0.9874999999999999,0.0
339,0.8038227558135986,0.0,0.003664255142211914,0.0,0.1,"(64,)",10,3,"{'alpha': 0.1, 'hidden_layer_sizes': (64,), 'max_iter': 10, 'random_state': 3}",0.6333333333333334,0.6333333333333334,0.0,443,0.7135416666666666,0.7135416666666666,0.0
248,4.730295181274414,0.0,0.0030069351196289062,0.0,0.01,"(64,)",1000,0,"{'alpha': 0.01, 'hidden_layer_sizes': (64,), 'max_iter': 1000, 'random_state': 0}",0.6333333333333333,0.6333333333333333,0.0,451,1.0,1.0,0.0
155,4.805845022201538,0.0,0.002746105194091797,0.0,0.001,"(64,)",1000,3,"{'alpha': 0.001, 'hidden_layer_sizes': (64,), 'max_iter': 1000, 'random_state': 3}",0.6333333333333333,0.6333333333333333,0.0,451,1.0,1.0,0.0
711,3.296288013458252,0.0,0.007055044174194336,0.0,1000.0,"(32,)",100,3,"{'alpha': 1000.0, 'hidden_layer_sizes': (32,), 'max_iter': 100, 'random_state': 3}",0.6333333333333333,0.6333333333333333,0.0,451,0.9035416666666666,0.9035416666666666,0.0
244,4.295521020889282,0.0,0.0029408931732177734,0.0,0.01,"(64,)",100,0,"{'alpha': 0.01, 'hidden_layer_sizes': (64,), 'max_iter': 100, 'random_state': 0}",0.6333333333333333,0.6333333333333333,0.0,451,1.0,1.0,0.0
742,9.694947957992554,0.0,0.004921913146972656,0.0,1000.0,"(128,)",100,2,"{'alpha': 1000.0, 'hidden_layer_sizes': (128,), 'max_iter': 100, 'random_state': 2}",0.6333333333333333,0.6333333333333333,0.0,451,0.9783333333333332,0.9783333333333332,0.0
151,8.893295049667358,0.0,0.0636148452758789,0.0,0.001,"(64,)",100,3,"{'alpha': 0.001, 'hidden_layer_sizes': (64,), 'max_iter': 100, 'random_state': 3}",0.6333333333333333,0.6333333333333333,0.0,451,1.0,1.0,0.0
644,8.567019939422607,0.0,0.009095191955566406,0.0,100.0,"(128,)",100,0,"{'alpha': 100.0, 'hidden_layer_sizes': (128,), 'max_iter': 100, 'random_state': 0}",0.6333333333333333,0.6333333333333333,0.0,451,0.9916666666666667,0.9916666666666667,0.0
252,5.025059938430786,0.0,0.003589153289794922,0.0,0.01,"(64,)",10000,0,"{'alpha': 0.01, 'hidden_layer_sizes': (64,), 'max_iter': 10000, 'random_state': 0}",0.6333333333333333,0.6333333333333333,0.0,451,1.0,1.0,0.0
519,2.5466837882995605,0.0,0.003705263137817383,0.0,10.0,"(32,)",100,3,"{'alpha': 10.0, 'hidden_layer_sizes': (32,), 'max_iter': 100, 'random_state': 3}",0.6333333333333333,0.6333333333333333,0.0,451,0.9829166666666667,0.9829166666666667,0.0
159,6.907159090042114,0.0,0.002961874008178711,0.0,0.001,"(64,)",10000,3,"{'alpha': 0.001, 'hidden_layer_sizes': (64,), 'max_iter': 10000, 'random_state': 3}",0.6333333333333333,0.6333333333333333,0.0,451,1.0,1.0,0.0
663,18.82690978050232,0.0,0.014163017272949219,0.0,100.0,"(256,)",100,3,"{'alpha': 100.0, 'hidden_layer_sizes': (256,), 'max_iter': 100, 'random_state': 3}",0.6333333333333333,0.6333333333333333,0.0,451,0.9920833333333334,0.9920833333333334,0.0
629,4.165941953659058,0.0,0.004724025726318359,0.0,100.0,"(64,)",100,1,"{'alpha': 100.0, 'hidden_layer_sizes': (64,), 'max_iter': 100, 'random_state': 1}",0.6316666666666667,0.6316666666666667,0.0,462,0.9889583333333333,0.9889583333333333,0.0
327,3.079939126968384,0.0,0.0038738250732421875,0.0,0.1,"(32,)",100,3,"{'alpha': 0.1, 'hidden_layer_sizes': (32,), 'max_iter': 100, 'random_state': 3}",0.6316666666666667,0.6316666666666667,0.0,462,0.9864583333333333,0.9864583333333333,0.0
134,4.574122190475464,0.0,0.004983663558959961,0.0,0.001,"(32,)",100,2,"{'alpha': 0.001, 'hidden_layer_sizes': (32,), 'max_iter': 100, 'random_state': 2}",0.6316666666666667,0.6316666666666667,0.0,462,0.9958333333333335,0.9958333333333335,0.0
741,11.025903940200806,0.0,0.005185842514038086,0.0,1000.0,"(128,)",100,1,"{'alpha': 1000.0, 'hidden_layer_sizes': (128,), 'max_iter': 100, 'random_state': 1}",0.6316666666666667,0.6316666666666667,0.0,462,0.9862500000000001,0.9862500000000001,0.0
38,3.602663040161133,0.0,0.0068089962005615234,0.0,0.0001,"(32,)",100,2,"{'alpha': 0.0001, 'hidden_layer_sizes': (32,), 'max_iter': 100, 'random_state': 2}",0.6316666666666667,0.6316666666666667,0.0,462,0.9964583333333333,0.9964583333333333,0.0
758,19.416150093078613,0.0,0.006640911102294922,0.0,1000.0,"(256,)",100,2,"{'alpha': 1000.0, 'hidden_layer_sizes': (256,), 'max_iter': 100, 'random_state': 2}",0.6316666666666667,0.6316666666666667,0.0,462,0.9735416666666667,0.9735416666666667,0.0
344,3.718966007232666,0.0,0.0021309852600097656,0.0,0.1,"(64,)",1000,0,"{'alpha': 0.1, 'hidden_layer_sizes': (64,), 'max_iter': 1000, 'random_state': 0}",0.63,0.63,0.0,468,1.0,1.0,0.0
518,2.521946907043457,0.0,0.003860950469970703,0.0,10.0,"(32,)",100,2,"{'alpha': 10.0, 'hidden_layer_sizes': (32,), 'max_iter': 100, 'random_state': 2}",0.63,0.63,0.0,468,0.9964583333333333,0.9964583333333333,0.0
348,6.822632074356079,0.0,0.03289389610290527,0.0,0.1,"(64,)",10000,0,"{'alpha': 0.1, 'hidden_layer_sizes': (64,), 'max_iter': 10000, 'random_state': 0}",0.63,0.63,0.0,468,1.0,1.0,0.0
340,3.7951958179473877,0.0,0.003965139389038086,0.0,0.1,"(64,)",100,0,"{'alpha': 0.1, 'hidden_layer_sizes': (64,), 'max_iter': 100, 'random_state': 0}",0.63,0.63,0.0,468,1.0,1.0,0.0
645,10.925836086273193,0.0,0.011690855026245117,0.0,100.0,"(128,)",100,1,"{'alpha': 100.0, 'hidden_layer_sizes': (128,), 'max_iter': 100, 'random_state': 1}",0.6283333333333333,0.6283333333333333,0.0,472,0.9947916666666666,0.9947916666666666,0.0
143,13.630171298980713,0.0,0.009700775146484375,0.0,0.001,"(32,)",10000,3,"{'alpha': 0.001, 'hidden_layer_sizes': (32,), 'max_iter': 10000, 'random_state': 3}",0.6283333333333333,0.6283333333333333,0.0,472,1.0,1.0,0.0
139,15.797163009643555,0.0,0.0030112266540527344,0.0,0.001,"(32,)",1000,3,"{'alpha': 0.001, 'hidden_layer_sizes': (32,), 'max_iter': 1000, 'random_state': 3}",0.6283333333333333,0.6283333333333333,0.0,472,1.0,1.0,0.0
833,3.267582893371582,0.0,0.008175134658813477,0.0,10000.0,"(128,)",10,1,"{'alpha': 10000.0, 'hidden_layer_sizes': (128,), 'max_iter': 10, 'random_state': 1}",0.6266666666666667,0.6266666666666667,0.0,475,0.9085416666666667,0.9085416666666667,0.0
230,3.708153247833252,0.0,0.0071218013763427734,0.0,0.01,"(32,)",100,2,"{'alpha': 0.01, 'hidden_layer_sizes': (32,), 'max_iter': 100, 'random_state': 2}",0.6266666666666666,0.6266666666666666,0.0,476,0.9964583333333333,0.9964583333333333,0.0
848,3.8136022090911865,0.0,0.026044130325317383,0.0,10000.0,"(256,)",10,0,"{'alpha': 10000.0, 'hidden_layer_sizes': (256,), 'max_iter': 10, 'random_state': 0}",0.6266666666666666,0.6266666666666666,0.0,476,0.8783333333333333,0.8783333333333333,0.0
152,3.9932379722595215,0.0,0.002538919448852539,0.0,0.001,"(64,)",1000,0,"{'alpha': 0.001, 'hidden_layer_sizes': (64,), 'max_iter': 1000, 'random_state': 0}",0.625,0.625,0.0,478,1.0,1.0,0.0
156,3.7069239616394043,0.0,0.006551027297973633,0.0,0.001,"(64,)",10000,0,"{'alpha': 0.001, 'hidden_layer_sizes': (64,), 'max_iter': 10000, 'random_state': 0}",0.625,0.625,0.0,478,1.0,1.0,0.0
693,2.8185439109802246,0.0,0.002058267593383789,0.0,1000.0,"(16,)",100,1,"{'alpha': 1000.0, 'hidden_layer_sizes': (16,), 'max_iter': 100, 'random_state': 1}",0.625,0.625,0.0,478,0.92625,0.92625,0.0
148,3.9003000259399414,0.0,0.002434253692626953,0.0,0.001,"(64,)",100,0,"{'alpha': 0.001, 'hidden_layer_sizes': (64,), 'max_iter': 100, 'random_state': 0}",0.625,0.625,0.0,478,1.0,1.0,0.0
725,4.582336187362671,0.0,0.005017757415771484,0.0,1000.0,"(64,)",100,1,"{'alpha': 1000.0, 'hidden_layer_sizes': (64,), 'max_iter': 100, 'random_state': 1}",0.625,0.625,0.0,478,0.9431250000000001,0.9431250000000001,0.0
420,5.906274080276489,0.0,0.017720937728881836,0.0,1.0,"(32,)",100,0,"{'alpha': 1.0, 'hidden_layer_sizes': (32,), 'max_iter': 100, 'random_state': 0}",0.6233333333333334,0.6233333333333334,0.0,483,0.9597916666666668,0.9597916666666668,0.0
471,17.174212217330933,0.0,0.011652708053588867,0.0,1.0,"(256,)",100,3,"{'alpha': 1.0, 'hidden_layer_sizes': (256,), 'max_iter': 100, 'random_state': 3}",0.6233333333333334,0.6233333333333334,0.0,483,1.0,1.0,0.0
162,0.857003927230835,0.0,0.005133867263793945,0.0,0.001,"(128,)",10,2,"{'alpha': 0.001, 'hidden_layer_sizes': (128,), 'max_iter': 10, 'random_state': 2}",0.6233333333333333,0.6233333333333333,0.0,485,0.8679166666666668,0.8679166666666668,0.0
591,11.464282989501953,0.0,0.008951187133789062,0.0,100.0,"(8,)",10000,3,"{'alpha': 100.0, 'hidden_layer_sizes': (8,), 'max_iter': 10000, 'random_state': 3}",0.6233333333333333,0.6233333333333333,0.0,485,0.62125,0.62125,0.0
354,1.0333199501037598,0.0,0.006327152252197266,0.0,0.1,"(128,)",10,2,"{'alpha': 0.1, 'hidden_layer_sizes': (128,), 'max_iter': 10, 'random_state': 2}",0.6233333333333333,0.6233333333333333,0.0,485,0.8679166666666668,0.8679166666666668,0.0
450,1.1646149158477783,0.0,0.011060953140258789,0.0,1.0,"(128,)",10,2,"{'alpha': 1.0, 'hidden_layer_sizes': (128,), 'max_iter': 10, 'random_state': 2}",0.6233333333333333,0.6233333333333333,0.0,485,0.8679166666666668,0.8679166666666668,0.0
710,3.2293102741241455,0.0,0.004072904586791992,0.0,1000.0,"(32,)",100,2,"{'alpha': 1000.0, 'hidden_layer_sizes': (32,), 'max_iter': 100, 'random_state': 2}",0.6233333333333333,0.6233333333333333,0.0,485,0.9672916666666668,0.9672916666666668,0.0
66,1.3941547870635986,0.0,0.007735252380371094,0.0,0.0001,"(128,)",10,2,"{'alpha': 0.0001, 'hidden_layer_sizes': (128,), 'max_iter': 10, 'random_state': 2}",0.6233333333333333,0.6233333333333333,0.0,485,0.8679166666666668,0.8679166666666668,0.0
258,1.780771255493164,0.0,0.005059719085693359,0.0,0.01,"(128,)",10,2,"{'alpha': 0.01, 'hidden_layer_sizes': (128,), 'max_iter': 10, 'random_state': 2}",0.6233333333333333,0.6233333333333333,0.0,485,0.8679166666666668,0.8679166666666668,0.0
823,6.911751985549927,0.0,0.0068738460540771484,0.0,10000.0,"(64,)",100,3,"{'alpha': 10000.0, 'hidden_layer_sizes': (64,), 'max_iter': 100, 'random_state': 3}",0.6233333333333333,0.6233333333333333,0.0,485,0.9483333333333334,0.9483333333333334,0.0
546,1.0316805839538574,0.0,0.0036492347717285156,0.0,10.0,"(128,)",10,2,"{'alpha': 10.0, 'hidden_layer_sizes': (128,), 'max_iter': 10, 'random_state': 2}",0.6233333333333333,0.6233333333333333,0.0,485,0.8679166666666668,0.8679166666666668,0.0
587,11.597942113876343,0.0,0.00698089599609375,0.0,100.0,"(8,)",1000,3,"{'alpha': 100.0, 'hidden_layer_sizes': (8,), 'max_iter': 1000, 'random_state': 3}",0.6233333333333333,0.6233333333333333,0.0,485,0.62125,0.62125,0.0
614,2.8157379627227783,0.0,0.0038080215454101562,0.0,100.0,"(32,)",100,2,"{'alpha': 100.0, 'hidden_layer_sizes': (32,), 'max_iter': 100, 'random_state': 2}",0.6216666666666667,0.6216666666666667,0.0,495,0.9883333333333333,0.9883333333333333,0.0
855,27.31339693069458,0.0,0.008008003234863281,0.0,10000.0,"(256,)",100,3,"{'alpha': 10000.0, 'hidden_layer_sizes': (256,), 'max_iter': 100, 'random_state': 3}",0.6216666666666666,0.6216666666666666,0.0,496,0.9197916666666667,0.9197916666666667,0.0
83,3.9913992881774902,0.0,0.09394097328186035,0.0,0.0001,"(256,)",10,3,"{'alpha': 0.0001, 'hidden_layer_sizes': (256,), 'max_iter': 10, 'random_state': 3}",0.6183333333333333,0.6183333333333333,0.0,497,0.8631250000000001,0.8631250000000001,0.0
275,3.662014961242676,0.0,0.007819890975952148,0.0,0.01,"(256,)",10,3,"{'alpha': 0.01, 'hidden_layer_sizes': (256,), 'max_iter': 10, 'random_state': 3}",0.6183333333333333,0.6183333333333333,0.0,497,0.8631250000000001,0.8631250000000001,0.0
371,3.050290822982788,0.0,0.007719993591308594,0.0,0.1,"(256,)",10,3,"{'alpha': 0.1, 'hidden_layer_sizes': (256,), 'max_iter': 10, 'random_state': 3}",0.6183333333333333,0.6183333333333333,0.0,497,0.8631250000000001,0.8631250000000001,0.0
563,3.2042291164398193,0.0,0.010850667953491211,0.0,10.0,"(256,)",10,3,"{'alpha': 10.0, 'hidden_layer_sizes': (256,), 'max_iter': 10, 'random_state': 3}",0.6183333333333333,0.6183333333333333,0.0,497,0.8631250000000001,0.8631250000000001,0.0
757,22.538982152938843,0.0,0.0073261260986328125,0.0,1000.0,"(256,)",100,1,"{'alpha': 1000.0, 'hidden_layer_sizes': (256,), 'max_iter': 100, 'random_state': 1}",0.6183333333333333,0.6183333333333333,0.0,497,0.9725,0.9725,0.0
659,2.744067907333374,0.0,0.0072841644287109375,0.0,100.0,"(256,)",10,3,"{'alpha': 100.0, 'hidden_layer_sizes': (256,), 'max_iter': 10, 'random_state': 3}",0.6183333333333333,0.6183333333333333,0.0,497,0.8631250000000001,0.8631250000000001,0.0
467,3.684168815612793,0.0,0.010877370834350586,0.0,1.0,"(256,)",10,3,"{'alpha': 1.0, 'hidden_layer_sizes': (256,), 'max_iter': 10, 'random_state': 3}",0.6183333333333333,0.6183333333333333,0.0,497,0.8631250000000001,0.8631250000000001,0.0
179,2.666851043701172,0.0,0.00392603874206543,0.0,0.001,"(256,)",10,3,"{'alpha': 0.001, 'hidden_layer_sizes': (256,), 'max_iter': 10, 'random_state': 3}",0.6183333333333333,0.6183333333333333,0.0,497,0.8631250000000001,0.8631250000000001,0.0
836,15.721892833709717,0.0,0.012922048568725586,0.0,10000.0,"(128,)",100,0,"{'alpha': 10000.0, 'hidden_layer_sizes': (128,), 'max_iter': 100, 'random_state': 0}",0.6183333333333333,0.6183333333333333,0.0,497,0.9027083333333333,0.9027083333333333,0.0
807,3.178434133529663,0.0,0.0039789676666259766,0.0,10000.0,"(32,)",100,3,"{'alpha': 10000.0, 'hidden_layer_sizes': (32,), 'max_iter': 100, 'random_state': 3}",0.6166666666666666,0.6166666666666666,0.0,506,0.9422916666666666,0.9422916666666666,0.0
722,1.5130302906036377,0.0,0.004091739654541016,0.0,1000.0,"(64,)",10,2,"{'alpha': 1000.0, 'hidden_layer_sizes': (64,), 'max_iter': 10, 'random_state': 2}",0.6133333333333333,0.6133333333333333,0.0,507,0.7529166666666667,0.7529166666666667,0.0
738,0.8215248584747314,0.0,0.00732111930847168,0.0,1000.0,"(128,)",10,2,"{'alpha': 1000.0, 'hidden_layer_sizes': (128,), 'max_iter': 10, 'random_state': 2}",0.6133333333333333,0.6133333333333333,0.0,507,0.8883333333333333,0.8883333333333333,0.0
834,1.0659220218658447,0.0,0.010014057159423828,0.0,10000.0,"(128,)",10,2,"{'alpha': 10000.0, 'hidden_layer_sizes': (128,), 'max_iter': 10, 'random_state': 2}",0.6116666666666667,0.6116666666666667,0.0,509,0.8677083333333333,0.8677083333333333,0.0
613,2.6605629920959473,0.0,0.004145145416259766,0.0,100.0,"(32,)",100,1,"{'alpha': 100.0, 'hidden_layer_sizes': (32,), 'max_iter': 100, 'random_state': 1}",0.6116666666666667,0.6116666666666667,0.0,509,0.9579166666666666,0.9579166666666666,0.0
820,6.21582293510437,0.0,0.003557920455932617,0.0,10000.0,"(64,)",100,0,"{'alpha': 10000.0, 'hidden_layer_sizes': (64,), 'max_iter': 100, 'random_state': 0}",0.6083333333333334,0.6083333333333334,0.0,511,0.7749999999999999,0.7749999999999999,0.0
756,18.944626808166504,0.0,0.007238864898681641,0.0,1000.0,"(256,)",100,0,"{'alpha': 1000.0, 'hidden_layer_sizes': (256,), 'max_iter': 100, 'random_state': 0}",0.6083333333333333,0.6083333333333333,0.0,512,0.9677083333333333,0.9677083333333333,0.0
642,0.9436647891998291,0.0,0.00397491455078125,0.0,100.0,"(128,)",10,2,"{'alpha': 100.0, 'hidden_layer_sizes': (128,), 'max_iter': 10, 'random_state': 2}",0.6066666666666667,0.6066666666666667,0.0,513,0.8752083333333333,0.8752083333333333,0.0
819,0.8611721992492676,0.0,0.0036859512329101562,0.0,10000.0,"(64,)",10,3,"{'alpha': 10000.0, 'hidden_layer_sizes': (64,), 'max_iter': 10, 'random_state': 3}",0.6050000000000001,0.6050000000000001,0.0,514,0.80625,0.80625,0.0
753,2.502535820007324,0.0,0.010985136032104492,0.0,1000.0,"(256,)",10,1,"{'alpha': 1000.0, 'hidden_layer_sizes': (256,), 'max_iter': 10, 'random_state': 1}",0.605,0.605,0.0,515,0.8477083333333333,0.8477083333333333,0.0
465,3.1484789848327637,0.0,0.009093999862670898,0.0,1.0,"(256,)",10,1,"{'alpha': 1.0, 'hidden_layer_sizes': (256,), 'max_iter': 10, 'random_state': 1}",0.6016666666666667,0.6016666666666667,0.0,516,0.84625,0.84625,0.0
81,3.5911388397216797,0.0,0.008462190628051758,0.0,0.0001,"(256,)",10,1,"{'alpha': 0.0001, 'hidden_layer_sizes': (256,), 'max_iter': 10, 'random_state': 1}",0.6016666666666667,0.6016666666666667,0.0,516,0.84625,0.84625,0.0
561,3.937666893005371,0.0,0.026227235794067383,0.0,10.0,"(256,)",10,1,"{'alpha': 10.0, 'hidden_layer_sizes': (256,), 'max_iter': 10, 'random_state': 1}",0.6016666666666667,0.6016666666666667,0.0,516,0.84625,0.84625,0.0
177,2.5890159606933594,0.0,0.01225900650024414,0.0,0.001,"(256,)",10,1,"{'alpha': 0.001, 'hidden_layer_sizes': (256,), 'max_iter': 10, 'random_state': 1}",0.6016666666666667,0.6016666666666667,0.0,516,0.84625,0.84625,0.0
821,5.329384088516235,0.0,0.0035707950592041016,0.0,10000.0,"(64,)",100,1,"{'alpha': 10000.0, 'hidden_layer_sizes': (64,), 'max_iter': 100, 'random_state': 1}",0.6016666666666667,0.6016666666666667,0.0,516,0.9502083333333333,0.9502083333333333,0.0
369,2.563678026199341,0.0,0.017997026443481445,0.0,0.1,"(256,)",10,1,"{'alpha': 0.1, 'hidden_layer_sizes': (256,), 'max_iter': 10, 'random_state': 1}",0.6016666666666667,0.6016666666666667,0.0,516,0.84625,0.84625,0.0
273,3.560468912124634,0.0,0.014111042022705078,0.0,0.01,"(256,)",10,1,"{'alpha': 0.01, 'hidden_layer_sizes': (256,), 'max_iter': 10, 'random_state': 1}",0.6016666666666667,0.6016666666666667,0.0,516,0.84625,0.84625,0.0
657,2.5859079360961914,0.0,0.007630109786987305,0.0,100.0,"(256,)",10,1,"{'alpha': 100.0, 'hidden_layer_sizes': (256,), 'max_iter': 10, 'random_state': 1}",0.6000000000000001,0.6000000000000001,0.0,523,0.84625,0.84625,0.0
723,0.7013082504272461,0.0,0.0043888092041015625,0.0,1000.0,"(64,)",10,3,"{'alpha': 1000.0, 'hidden_layer_sizes': (64,), 'max_iter': 10, 'random_state': 3}",0.6000000000000001,0.6000000000000001,0.0,523,0.8164583333333334,0.8164583333333334,0.0
854,26.23568105697632,0.0,0.012974977493286133,0.0,10000.0,"(256,)",100,2,"{'alpha': 10000.0, 'hidden_layer_sizes': (256,), 'max_iter': 100, 'random_state': 2}",0.6,0.6,0.0,525,0.9414583333333334,0.9414583333333334,0.0
520,6.622915029525757,0.0,0.003921985626220703,0.0,10.0,"(32,)",1000,0,"{'alpha': 10.0, 'hidden_layer_sizes': (32,), 'max_iter': 1000, 'random_state': 0}",0.5983333333333333,0.5983333333333333,0.0,526,0.7522916666666667,0.7522916666666667,0.0
516,3.7827069759368896,0.0,0.002357006072998047,0.0,10.0,"(32,)",100,0,"{'alpha': 10.0, 'hidden_layer_sizes': (32,), 'max_iter': 100, 'random_state': 0}",0.5983333333333333,0.5983333333333333,0.0,526,0.7522916666666667,0.7522916666666667,0.0
524,6.709989070892334,0.0,0.010429143905639648,0.0,10.0,"(32,)",10000,0,"{'alpha': 10.0, 'hidden_layer_sizes': (32,), 'max_iter': 10000, 'random_state': 0}",0.5983333333333333,0.5983333333333333,0.0,526,0.7522916666666667,0.7522916666666667,0.0
737,2.337458848953247,0.0,0.005148887634277344,0.0,1000.0,"(128,)",10,1,"{'alpha': 1000.0, 'hidden_layer_sizes': (128,), 'max_iter': 10, 'random_state': 1}",0.5966666666666668,0.5966666666666668,0.0,529,0.8679166666666666,0.8679166666666666,0.0
837,17.7514591217041,0.0,0.012822866439819336,0.0,10000.0,"(128,)",100,1,"{'alpha': 10000.0, 'hidden_layer_sizes': (128,), 'max_iter': 100, 'random_state': 1}",0.5966666666666667,0.5966666666666667,0.0,530,0.926875,0.926875,0.0
849,3.408413887023926,0.0,0.015445947647094727,0.0,10000.0,"(256,)",10,1,"{'alpha': 10000.0, 'hidden_layer_sizes': (256,), 'max_iter': 10, 'random_state': 1}",0.5966666666666666,0.5966666666666666,0.0,531,0.8445833333333335,0.8445833333333335,0.0
709,4.801639080047607,0.0,0.004782915115356445,0.0,1000.0,"(32,)",100,1,"{'alpha': 1000.0, 'hidden_layer_sizes': (32,), 'max_iter': 100, 'random_state': 1}",0.5933333333333333,0.5933333333333333,0.0,532,0.9049999999999999,0.9049999999999999,0.0
494,4.822898864746094,0.0,0.0018990039825439453,0.0,10.0,"(8,)",10000,2,"{'alpha': 10.0, 'hidden_layer_sizes': (8,), 'max_iter': 10000, 'random_state': 2}",0.5883333333333334,0.5883333333333334,0.0,533,0.9297916666666667,0.9297916666666667,0.0
490,5.4511048793792725,0.0,0.0019659996032714844,0.0,10.0,"(8,)",1000,2,"{'alpha': 10.0, 'hidden_layer_sizes': (8,), 'max_iter': 1000, 'random_state': 2}",0.5883333333333334,0.5883333333333334,0.0,533,0.9297916666666667,0.9297916666666667,0.0
328,5.320785999298096,0.0,0.0026209354400634766,0.0,0.1,"(32,)",1000,0,"{'alpha': 0.1, 'hidden_layer_sizes': (32,), 'max_iter': 1000, 'random_state': 0}",0.5816666666666667,0.5816666666666667,0.0,535,0.7489583333333334,0.7489583333333334,0.0
332,5.2026050090789795,0.0,0.0031659603118896484,0.0,0.1,"(32,)",10000,0,"{'alpha': 0.1, 'hidden_layer_sizes': (32,), 'max_iter': 10000, 'random_state': 0}",0.5816666666666667,0.5816666666666667,0.0,535,0.7489583333333334,0.7489583333333334,0.0
736,0.9226021766662598,0.0,0.005959749221801758,0.0,1000.0,"(128,)",10,0,"{'alpha': 1000.0, 'hidden_layer_sizes': (128,), 'max_iter': 10, 'random_state': 0}",0.5816666666666667,0.5816666666666667,0.0,535,0.8727083333333333,0.8727083333333333,0.0
