,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,param_hidden_layer_sizes,param_max_iter,param_random_state,params,split0_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,mean_train_score,std_train_score
724,4.841586112976074,0.0,0.005433797836303711,0.0,1000.0,"(64,)",100,0,"{'alpha': 1000.0, 'hidden_layer_sizes': (64,), 'max_iter': 100, 'random_state': 0}",0.8249999999999998,0.8249999999999998,0.0,1,0.9777083333333332,0.9777083333333332,0.0
549,12.407303810119629,0.0,0.012432336807250977,0.0,10.0,"(128,)",100,1,"{'alpha': 10.0, 'hidden_layer_sizes': (128,), 'max_iter': 100, 'random_state': 1}",0.7916666666666666,0.7916666666666666,0.0,2,0.9983333333333334,0.9983333333333334,0.0
678,1.837472915649414,0.0,0.004055976867675781,0.0,1000.0,"(8,)",100,2,"{'alpha': 1000.0, 'hidden_layer_sizes': (8,), 'max_iter': 100, 'random_state': 2}",0.775,0.775,0.0,3,0.9191666666666668,0.9191666666666668,0.0
628,4.317728042602539,0.0,0.004857063293457031,0.0,100.0,"(64,)",100,0,"{'alpha': 100.0, 'hidden_layer_sizes': (64,), 'max_iter': 100, 'random_state': 0}",0.7633333333333333,0.7633333333333333,0.0,4,0.9902083333333334,0.9902083333333334,0.0
551,8.33544111251831,0.0,0.0110321044921875,0.0,10.0,"(128,)",100,3,"{'alpha': 10.0, 'hidden_layer_sizes': (128,), 'max_iter': 100, 'random_state': 3}",0.7633333333333333,0.7633333333333333,0.0,4,1.0,1.0,0.0
860,255.3902177810669,0.0,0.010264158248901367,0.0,10000.0,"(256,)",10000,0,"{'alpha': 10000.0, 'hidden_layer_sizes': (256,), 'max_iter': 10000, 'random_state': 0}",0.7616666666666667,0.7616666666666667,0.0,6,0.9889583333333333,0.9889583333333333,0.0
808,24.116708993911743,0.0,0.004370927810668945,0.0,10000.0,"(32,)",1000,0,"{'alpha': 10000.0, 'hidden_layer_sizes': (32,), 'max_iter': 1000, 'random_state': 0}",0.7616666666666667,0.7616666666666667,0.0,6,0.989375,0.989375,0.0
828,77.4432020187378,0.0,0.0055389404296875,0.0,10000.0,"(64,)",10000,0,"{'alpha': 10000.0, 'hidden_layer_sizes': (64,), 'max_iter': 10000, 'random_state': 0}",0.7616666666666667,0.7616666666666667,0.0,6,0.98875,0.98875,0.0
830,80.8811182975769,0.0,0.003744840621948242,0.0,10000.0,"(64,)",10000,2,"{'alpha': 10000.0, 'hidden_layer_sizes': (64,), 'max_iter': 10000, 'random_state': 2}",0.7616666666666667,0.7616666666666667,0.0,6,0.9889583333333333,0.9889583333333333,0.0
846,139.03427934646606,0.0,0.017802953720092773,0.0,10000.0,"(128,)",10000,2,"{'alpha': 10000.0, 'hidden_layer_sizes': (128,), 'max_iter': 10000, 'random_state': 2}",0.7616666666666667,0.7616666666666667,0.0,6,0.9889583333333333,0.9889583333333333,0.0
831,78.08897423744202,0.0,0.020060062408447266,0.0,10000.0,"(64,)",10000,3,"{'alpha': 10000.0, 'hidden_layer_sizes': (64,), 'max_iter': 10000, 'random_state': 3}",0.7616666666666667,0.7616666666666667,0.0,6,0.98875,0.98875,0.0
845,175.5662877559662,0.0,0.013756275177001953,0.0,10000.0,"(128,)",10000,1,"{'alpha': 10000.0, 'hidden_layer_sizes': (128,), 'max_iter': 10000, 'random_state': 1}",0.7600000000000001,0.7600000000000001,0.0,12,0.98875,0.98875,0.0
844,101.1814353466034,0.0,0.008228778839111328,0.0,10000.0,"(128,)",10000,0,"{'alpha': 10000.0, 'hidden_layer_sizes': (128,), 'max_iter': 10000, 'random_state': 0}",0.7600000000000001,0.7600000000000001,0.0,12,0.98875,0.98875,0.0
740,8.691241979598999,0.0,0.0033960342407226562,0.0,1000.0,"(128,)",100,0,"{'alpha': 1000.0, 'hidden_layer_sizes': (128,), 'max_iter': 100, 'random_state': 0}",0.7599999999999999,0.7599999999999999,0.0,14,0.9716666666666667,0.9716666666666667,0.0
862,282.3288850784302,0.0,0.005982875823974609,0.0,10000.0,"(256,)",10000,2,"{'alpha': 10000.0, 'hidden_layer_sizes': (256,), 'max_iter': 10000, 'random_state': 2}",0.7599999999999999,0.7599999999999999,0.0,14,0.9887499999999999,0.9887499999999999,0.0
858,129.6597580909729,0.0,0.03369593620300293,0.0,10000.0,"(256,)",1000,2,"{'alpha': 10000.0, 'hidden_layer_sizes': (256,), 'max_iter': 1000, 'random_state': 2}",0.7599999999999999,0.7599999999999999,0.0,14,0.9904166666666666,0.9904166666666666,0.0
812,38.20166301727295,0.0,0.003926753997802734,0.0,10000.0,"(32,)",10000,0,"{'alpha': 10000.0, 'hidden_layer_sizes': (32,), 'max_iter': 10000, 'random_state': 0}",0.7583333333333333,0.7583333333333333,0.0,17,0.9891666666666667,0.9891666666666667,0.0
840,76.45788812637329,0.0,0.01119685173034668,0.0,10000.0,"(128,)",1000,0,"{'alpha': 10000.0, 'hidden_layer_sizes': (128,), 'max_iter': 1000, 'random_state': 0}",0.7583333333333333,0.7583333333333333,0.0,17,0.989375,0.989375,0.0
843,65.27827191352844,0.0,0.006532907485961914,0.0,10000.0,"(128,)",1000,3,"{'alpha': 10000.0, 'hidden_layer_sizes': (128,), 'max_iter': 1000, 'random_state': 3}",0.7583333333333333,0.7583333333333333,0.0,17,0.989375,0.989375,0.0
842,60.74352502822876,0.0,0.010447978973388672,0.0,10000.0,"(128,)",1000,2,"{'alpha': 10000.0, 'hidden_layer_sizes': (128,), 'max_iter': 1000, 'random_state': 2}",0.7583333333333333,0.7583333333333333,0.0,17,0.9902083333333334,0.9902083333333334,0.0
783,17.105504989624023,0.0,0.001954793930053711,0.0,10000.0,"(8,)",10000,3,"{'alpha': 10000.0, 'hidden_layer_sizes': (8,), 'max_iter': 10000, 'random_state': 3}",0.7566666666666668,0.7566666666666668,0.0,21,0.9875000000000002,0.9875000000000002,0.0
856,114.48731398582458,0.0,0.019658327102661133,0.0,10000.0,"(256,)",1000,0,"{'alpha': 10000.0, 'hidden_layer_sizes': (256,), 'max_iter': 1000, 'random_state': 0}",0.7566666666666667,0.7566666666666667,0.0,22,0.9900000000000001,0.9900000000000001,0.0
826,40.63063311576843,0.0,0.0045359134674072266,0.0,10000.0,"(64,)",1000,2,"{'alpha': 10000.0, 'hidden_layer_sizes': (64,), 'max_iter': 1000, 'random_state': 2}",0.7566666666666667,0.7566666666666667,0.0,22,0.9916666666666667,0.9916666666666667,0.0
815,30.07933282852173,0.0,0.0066220760345458984,0.0,10000.0,"(32,)",10000,3,"{'alpha': 10000.0, 'hidden_layer_sizes': (32,), 'max_iter': 10000, 'random_state': 3}",0.7566666666666667,0.7566666666666667,0.0,22,0.9891666666666666,0.9891666666666666,0.0
859,116.79375791549683,0.0,0.054099082946777344,0.0,10000.0,"(256,)",1000,3,"{'alpha': 10000.0, 'hidden_layer_sizes': (256,), 'max_iter': 1000, 'random_state': 3}",0.7566666666666667,0.7566666666666667,0.0,22,0.9895833333333334,0.9895833333333334,0.0
841,72.45421624183655,0.0,0.007542848587036133,0.0,10000.0,"(128,)",1000,1,"{'alpha': 10000.0, 'hidden_layer_sizes': (128,), 'max_iter': 1000, 'random_state': 1}",0.7566666666666667,0.7566666666666667,0.0,22,0.9912500000000001,0.9912500000000001,0.0
141,11.807827949523926,0.0,0.002869129180908203,0.0,0.001,"(32,)",10000,1,"{'alpha': 0.001, 'hidden_layer_sizes': (32,), 'max_iter': 10000, 'random_state': 1}",0.755,0.755,0.0,27,0.9866666666666667,0.9866666666666667,0.0
137,15.09552526473999,0.0,0.002665996551513672,0.0,0.001,"(32,)",1000,1,"{'alpha': 0.001, 'hidden_layer_sizes': (32,), 'max_iter': 1000, 'random_state': 1}",0.755,0.755,0.0,27,0.9866666666666667,0.9866666666666667,0.0
793,16.574104070663452,0.0,0.004642009735107422,0.0,10000.0,"(16,)",1000,1,"{'alpha': 10000.0, 'hidden_layer_sizes': (16,), 'max_iter': 1000, 'random_state': 1}",0.755,0.755,0.0,27,0.9902083333333334,0.9902083333333334,0.0
797,17.190142154693604,0.0,0.0032961368560791016,0.0,10000.0,"(16,)",10000,1,"{'alpha': 10000.0, 'hidden_layer_sizes': (16,), 'max_iter': 10000, 'random_state': 1}",0.755,0.755,0.0,27,0.9902083333333334,0.9902083333333334,0.0
863,528.9130480289459,0.0,0.031594038009643555,0.0,10000.0,"(256,)",10000,3,"{'alpha': 10000.0, 'hidden_layer_sizes': (256,), 'max_iter': 10000, 'random_state': 3}",0.755,0.755,0.0,27,0.98875,0.98875,0.0
811,21.868081092834473,0.0,0.0036919116973876953,0.0,10000.0,"(32,)",1000,3,"{'alpha': 10000.0, 'hidden_layer_sizes': (32,), 'max_iter': 1000, 'random_state': 3}",0.755,0.755,0.0,27,0.9902083333333334,0.9902083333333334,0.0
824,40.131431102752686,0.0,0.00636601448059082,0.0,10000.0,"(64,)",1000,0,"{'alpha': 10000.0, 'hidden_layer_sizes': (64,), 'max_iter': 1000, 'random_state': 0}",0.755,0.755,0.0,27,0.9891666666666666,0.9891666666666666,0.0
809,19.068968057632446,0.0,0.004812002182006836,0.0,10000.0,"(32,)",1000,1,"{'alpha': 10000.0, 'hidden_layer_sizes': (32,), 'max_iter': 1000, 'random_state': 1}",0.755,0.755,0.0,27,0.9910416666666667,0.9910416666666667,0.0
813,24.36369776725769,0.0,0.0061299800872802734,0.0,10000.0,"(32,)",10000,1,"{'alpha': 10000.0, 'hidden_layer_sizes': (32,), 'max_iter': 10000, 'random_state': 1}",0.755,0.755,0.0,27,0.9910416666666667,0.9910416666666667,0.0
772,1.5807929039001465,0.0,0.004485130310058594,0.0,10000.0,"(8,)",100,0,"{'alpha': 10000.0, 'hidden_layer_sizes': (8,), 'max_iter': 100, 'random_state': 0}",0.7549999999999999,0.7549999999999999,0.0,36,0.9820833333333333,0.9820833333333333,0.0
814,15.616513729095459,0.0,0.0026102066040039062,0.0,10000.0,"(32,)",10000,2,"{'alpha': 10000.0, 'hidden_layer_sizes': (32,), 'max_iter': 10000, 'random_state': 2}",0.7533333333333334,0.7533333333333334,0.0,37,0.9914583333333334,0.9914583333333334,0.0
810,11.59102201461792,0.0,0.004266023635864258,0.0,10000.0,"(32,)",1000,2,"{'alpha': 10000.0, 'hidden_layer_sizes': (32,), 'max_iter': 1000, 'random_state': 2}",0.7533333333333334,0.7533333333333334,0.0,37,0.9914583333333334,0.9914583333333334,0.0
827,40.07830500602722,0.0,0.007113933563232422,0.0,10000.0,"(64,)",1000,3,"{'alpha': 10000.0, 'hidden_layer_sizes': (64,), 'max_iter': 1000, 'random_state': 3}",0.7533333333333333,0.7533333333333333,0.0,39,0.9893749999999999,0.9893749999999999,0.0
779,11.697525978088379,0.0,0.0028297901153564453,0.0,10000.0,"(8,)",1000,3,"{'alpha': 10000.0, 'hidden_layer_sizes': (8,), 'max_iter': 1000, 'random_state': 3}",0.7533333333333333,0.7533333333333333,0.0,39,0.9902083333333334,0.9902083333333334,0.0
825,38.93251705169678,0.0,0.004927873611450195,0.0,10000.0,"(64,)",1000,1,"{'alpha': 10000.0, 'hidden_layer_sizes': (64,), 'max_iter': 1000, 'random_state': 1}",0.7533333333333333,0.7533333333333333,0.0,39,0.9904166666666666,0.9904166666666666,0.0
847,239.54009699821472,0.0,0.014179706573486328,0.0,10000.0,"(128,)",10000,3,"{'alpha': 10000.0, 'hidden_layer_sizes': (128,), 'max_iter': 10000, 'random_state': 3}",0.7516666666666668,0.7516666666666668,0.0,42,0.9885416666666665,0.9885416666666665,0.0
829,123.21148800849915,0.0,0.008596181869506836,0.0,10000.0,"(64,)",10000,1,"{'alpha': 10000.0, 'hidden_layer_sizes': (64,), 'max_iter': 10000, 'random_state': 1}",0.7516666666666666,0.7516666666666666,0.0,43,0.9879166666666667,0.9879166666666667,0.0
780,11.841849088668823,0.0,0.0022361278533935547,0.0,10000.0,"(8,)",10000,0,"{'alpha': 10000.0, 'hidden_layer_sizes': (8,), 'max_iter': 10000, 'random_state': 0}",0.7516666666666666,0.7516666666666666,0.0,43,0.9893749999999999,0.9893749999999999,0.0
776,12.121784210205078,0.0,0.0037360191345214844,0.0,10000.0,"(8,)",1000,0,"{'alpha': 10000.0, 'hidden_layer_sizes': (8,), 'max_iter': 1000, 'random_state': 0}",0.7516666666666666,0.7516666666666666,0.0,43,0.9893749999999999,0.9893749999999999,0.0
792,7.1167333126068115,0.0,0.0019636154174804688,0.0,10000.0,"(16,)",1000,0,"{'alpha': 10000.0, 'hidden_layer_sizes': (16,), 'max_iter': 1000, 'random_state': 0}",0.75,0.75,0.0,46,0.9916666666666667,0.9916666666666667,0.0
794,16.026839017868042,0.0,0.002009153366088867,0.0,10000.0,"(16,)",1000,2,"{'alpha': 10000.0, 'hidden_layer_sizes': (16,), 'max_iter': 1000, 'random_state': 2}",0.75,0.75,0.0,46,0.99125,0.99125,0.0
796,6.874338865280151,0.0,0.002012968063354492,0.0,10000.0,"(16,)",10000,0,"{'alpha': 10000.0, 'hidden_layer_sizes': (16,), 'max_iter': 10000, 'random_state': 0}",0.75,0.75,0.0,46,0.9916666666666667,0.9916666666666667,0.0
798,15.976185083389282,0.0,0.0023059844970703125,0.0,10000.0,"(16,)",10000,2,"{'alpha': 10000.0, 'hidden_layer_sizes': (16,), 'max_iter': 10000, 'random_state': 2}",0.75,0.75,0.0,46,0.99125,0.99125,0.0
567,12.421540021896362,0.0,0.00810694694519043,0.0,10.0,"(256,)",100,3,"{'alpha': 10.0, 'hidden_layer_sizes': (256,), 'max_iter': 100, 'random_state': 3}",0.75,0.75,0.0,46,0.9972916666666668,0.9972916666666668,0.0
501,3.181906223297119,0.0,0.0037276744842529297,0.0,10.0,"(16,)",100,1,"{'alpha': 10.0, 'hidden_layer_sizes': (16,), 'max_iter': 100, 'random_state': 1}",0.7466666666666667,0.7466666666666667,0.0,51,0.9772916666666666,0.9772916666666666,0.0
799,8.720213890075684,0.0,0.002942323684692383,0.0,10000.0,"(16,)",10000,3,"{'alpha': 10000.0, 'hidden_layer_sizes': (16,), 'max_iter': 10000, 'random_state': 3}",0.7466666666666666,0.7466666666666666,0.0,52,0.9912500000000001,0.9912500000000001,0.0
795,8.106377840042114,0.0,0.002660989761352539,0.0,10000.0,"(16,)",1000,3,"{'alpha': 10000.0, 'hidden_layer_sizes': (16,), 'max_iter': 1000, 'random_state': 3}",0.7466666666666666,0.7466666666666666,0.0,52,0.9912500000000001,0.9912500000000001,0.0
535,5.3970558643341064,0.0,0.004579067230224609,0.0,10.0,"(64,)",100,3,"{'alpha': 10.0, 'hidden_layer_sizes': (64,), 'max_iter': 100, 'random_state': 3}",0.7450000000000001,0.7450000000000001,0.0,54,0.9997916666666667,0.9997916666666667,0.0
782,4.9712488651275635,0.0,0.003840923309326172,0.0,10000.0,"(8,)",10000,2,"{'alpha': 10000.0, 'hidden_layer_sizes': (8,), 'max_iter': 10000, 'random_state': 2}",0.745,0.745,0.0,55,0.990625,0.990625,0.0
778,5.819001197814941,0.0,0.008107900619506836,0.0,10000.0,"(8,)",1000,2,"{'alpha': 10000.0, 'hidden_layer_sizes': (8,), 'max_iter': 1000, 'random_state': 2}",0.745,0.745,0.0,55,0.990625,0.990625,0.0
804,2.7715892791748047,0.0,0.005112648010253906,0.0,10000.0,"(32,)",100,0,"{'alpha': 10000.0, 'hidden_layer_sizes': (32,), 'max_iter': 100, 'random_state': 0}",0.7433333333333333,0.7433333333333333,0.0,57,0.9852083333333335,0.9852083333333335,0.0
791,1.9932548999786377,0.0,0.0035791397094726562,0.0,10000.0,"(16,)",100,3,"{'alpha': 10000.0, 'hidden_layer_sizes': (16,), 'max_iter': 100, 'random_state': 3}",0.7416666666666667,0.7416666666666667,0.0,58,0.9858333333333333,0.9858333333333333,0.0
774,1.7038631439208984,0.0,0.003863811492919922,0.0,10000.0,"(8,)",100,2,"{'alpha': 10000.0, 'hidden_layer_sizes': (8,), 'max_iter': 100, 'random_state': 2}",0.7416666666666667,0.7416666666666667,0.0,58,0.9766666666666666,0.9766666666666666,0.0
708,4.561275959014893,0.0,0.005270957946777344,0.0,1000.0,"(32,)",100,0,"{'alpha': 1000.0, 'hidden_layer_sizes': (32,), 'max_iter': 100, 'random_state': 0}",0.7399999999999999,0.7399999999999999,0.0,60,0.9277083333333332,0.9277083333333332,0.0
333,13.345626831054688,0.0,0.0023899078369140625,0.0,0.1,"(32,)",10000,1,"{'alpha': 0.1, 'hidden_layer_sizes': (32,), 'max_iter': 10000, 'random_state': 1}",0.7383333333333333,0.7383333333333333,0.0,61,0.9902083333333334,0.9902083333333334,0.0
329,13.03650712966919,0.0,0.0018839836120605469,0.0,0.1,"(32,)",1000,1,"{'alpha': 0.1, 'hidden_layer_sizes': (32,), 'max_iter': 1000, 'random_state': 1}",0.7383333333333333,0.7383333333333333,0.0,61,0.9902083333333334,0.9902083333333334,0.0
221,17.781280994415283,0.0,0.011026144027709961,0.0,0.01,"(16,)",10000,1,"{'alpha': 0.01, 'hidden_layer_sizes': (16,), 'max_iter': 10000, 'random_state': 1}",0.735,0.735,0.0,63,1.0,1.0,0.0
217,19.71648597717285,0.0,0.004132986068725586,0.0,0.01,"(16,)",1000,1,"{'alpha': 0.01, 'hidden_layer_sizes': (16,), 'max_iter': 1000, 'random_state': 1}",0.735,0.735,0.0,63,1.0,1.0,0.0
775,1.5411078929901123,0.0,0.0054779052734375,0.0,10000.0,"(8,)",100,3,"{'alpha': 10000.0, 'hidden_layer_sizes': (8,), 'max_iter': 100, 'random_state': 3}",0.735,0.735,0.0,63,0.9864583333333332,0.9864583333333332,0.0
357,6.201990842819214,0.0,0.006073951721191406,0.0,0.1,"(128,)",100,1,"{'alpha': 0.1, 'hidden_layer_sizes': (128,), 'max_iter': 100, 'random_state': 1}",0.7333333333333334,0.7333333333333334,0.0,66,1.0,1.0,0.0
361,6.820367097854614,0.0,0.004915952682495117,0.0,0.1,"(128,)",1000,1,"{'alpha': 0.1, 'hidden_layer_sizes': (128,), 'max_iter': 1000, 'random_state': 1}",0.7333333333333334,0.7333333333333334,0.0,66,1.0,1.0,0.0
365,9.830803871154785,0.0,0.017229080200195312,0.0,0.1,"(128,)",10000,1,"{'alpha': 0.1, 'hidden_layer_sizes': (128,), 'max_iter': 10000, 'random_state': 1}",0.7333333333333334,0.7333333333333334,0.0,66,1.0,1.0,0.0
747,70.23289918899536,0.0,0.006520748138427734,0.0,1000.0,"(128,)",1000,3,"{'alpha': 1000.0, 'hidden_layer_sizes': (128,), 'max_iter': 1000, 'random_state': 3}",0.7316666666666666,0.7316666666666666,0.0,69,1.0,1.0,0.0
788,2.250978946685791,0.0,0.0037331581115722656,0.0,10000.0,"(16,)",100,0,"{'alpha': 10000.0, 'hidden_layer_sizes': (16,), 'max_iter': 100, 'random_state': 0}",0.73,0.73,0.0,70,0.9856249999999999,0.9856249999999999,0.0
751,106.56589102745056,0.0,0.009651899337768555,0.0,1000.0,"(128,)",10000,3,"{'alpha': 1000.0, 'hidden_layer_sizes': (128,), 'max_iter': 10000, 'random_state': 3}",0.7283333333333334,0.7283333333333334,0.0,71,1.0,1.0,0.0
749,105.11297082901001,0.0,0.003979206085205078,0.0,1000.0,"(128,)",10000,1,"{'alpha': 1000.0, 'hidden_layer_sizes': (128,), 'max_iter': 10000, 'random_state': 1}",0.7266666666666667,0.7266666666666667,0.0,72,1.0,1.0,0.0
764,206.80156803131104,0.0,0.010281085968017578,0.0,1000.0,"(256,)",10000,0,"{'alpha': 1000.0, 'hidden_layer_sizes': (256,), 'max_iter': 10000, 'random_state': 0}",0.7266666666666666,0.7266666666666666,0.0,73,1.0,1.0,0.0
717,23.27188777923584,0.0,0.004467010498046875,0.0,1000.0,"(32,)",10000,1,"{'alpha': 1000.0, 'hidden_layer_sizes': (32,), 'max_iter': 10000, 'random_state': 1}",0.7266666666666666,0.7266666666666666,0.0,73,1.0,1.0,0.0
713,21.029976844787598,0.0,0.005579948425292969,0.0,1000.0,"(32,)",1000,1,"{'alpha': 1000.0, 'hidden_layer_sizes': (32,), 'max_iter': 1000, 'random_state': 1}",0.7266666666666666,0.7266666666666666,0.0,73,1.0,1.0,0.0
760,117.06522488594055,0.0,0.008126974105834961,0.0,1000.0,"(256,)",1000,0,"{'alpha': 1000.0, 'hidden_layer_sizes': (256,), 'max_iter': 1000, 'random_state': 0}",0.7266666666666666,0.7266666666666666,0.0,73,1.0,1.0,0.0
532,8.920636177062988,0.0,0.006591081619262695,0.0,10.0,"(64,)",100,0,"{'alpha': 10.0, 'hidden_layer_sizes': (64,), 'max_iter': 100, 'random_state': 0}",0.7250000000000001,0.7250000000000001,0.0,77,0.9997916666666667,0.9997916666666667,0.0
697,20.676021099090576,0.0,0.004857778549194336,0.0,1000.0,"(16,)",1000,1,"{'alpha': 1000.0, 'hidden_layer_sizes': (16,), 'max_iter': 1000, 'random_state': 1}",0.725,0.725,0.0,78,1.0,1.0,0.0
701,16.447783946990967,0.0,0.00542902946472168,0.0,1000.0,"(16,)",10000,1,"{'alpha': 1000.0, 'hidden_layer_sizes': (16,), 'max_iter': 10000, 'random_state': 1}",0.725,0.725,0.0,78,1.0,1.0,0.0
474,296.817097902298,0.0,0.005994081497192383,0.0,1.0,"(256,)",1000,2,"{'alpha': 1.0, 'hidden_layer_sizes': (256,), 'max_iter': 1000, 'random_state': 2}",0.725,0.725,0.0,78,1.0,1.0,0.0
733,66.01374816894531,0.0,0.006596088409423828,0.0,1000.0,"(64,)",10000,1,"{'alpha': 1000.0, 'hidden_layer_sizes': (64,), 'max_iter': 10000, 'random_state': 1}",0.725,0.725,0.0,78,1.0,1.0,0.0
712,19.79032611846924,0.0,0.002344846725463867,0.0,1000.0,"(32,)",1000,0,"{'alpha': 1000.0, 'hidden_layer_sizes': (32,), 'max_iter': 1000, 'random_state': 0}",0.7233333333333333,0.7233333333333333,0.0,82,1.0,1.0,0.0
428,21.317426919937134,0.0,0.003688812255859375,0.0,1.0,"(32,)",10000,0,"{'alpha': 1.0, 'hidden_layer_sizes': (32,), 'max_iter': 10000, 'random_state': 0}",0.7233333333333333,0.7233333333333333,0.0,82,0.9954166666666667,0.9954166666666667,0.0
767,123.06976294517517,0.0,0.0059359073638916016,0.0,1000.0,"(256,)",10000,3,"{'alpha': 1000.0, 'hidden_layer_sizes': (256,), 'max_iter': 10000, 'random_state': 3}",0.7233333333333333,0.7233333333333333,0.0,82,1.0,1.0,0.0
765,186.62143778800964,0.0,0.01654505729675293,0.0,1000.0,"(256,)",10000,1,"{'alpha': 1000.0, 'hidden_layer_sizes': (256,), 'max_iter': 10000, 'random_state': 1}",0.7233333333333333,0.7233333333333333,0.0,82,1.0,1.0,0.0
664,122.19401597976685,0.0,0.01129603385925293,0.0,100.0,"(256,)",1000,0,"{'alpha': 100.0, 'hidden_layer_sizes': (256,), 'max_iter': 1000, 'random_state': 0}",0.7233333333333333,0.7233333333333333,0.0,82,1.0,1.0,0.0
763,138.7764892578125,0.0,0.010293960571289062,0.0,1000.0,"(256,)",1000,3,"{'alpha': 1000.0, 'hidden_layer_sizes': (256,), 'max_iter': 1000, 'random_state': 3}",0.7233333333333333,0.7233333333333333,0.0,82,1.0,1.0,0.0
682,12.22099781036377,0.0,0.002604961395263672,0.0,1000.0,"(8,)",1000,2,"{'alpha': 1000.0, 'hidden_layer_sizes': (8,), 'max_iter': 1000, 'random_state': 2}",0.7233333333333333,0.7233333333333333,0.0,82,1.0,1.0,0.0
686,16.446479320526123,0.0,0.003228902816772461,0.0,1000.0,"(8,)",10000,2,"{'alpha': 1000.0, 'hidden_layer_sizes': (8,), 'max_iter': 10000, 'random_state': 2}",0.7233333333333333,0.7233333333333333,0.0,82,1.0,1.0,0.0
424,32.79006099700928,0.0,0.004487037658691406,0.0,1.0,"(32,)",1000,0,"{'alpha': 1.0, 'hidden_layer_sizes': (32,), 'max_iter': 1000, 'random_state': 0}",0.7233333333333333,0.7233333333333333,0.0,82,0.9954166666666667,0.9954166666666667,0.0
687,17.866440296173096,0.0,0.0037889480590820312,0.0,1000.0,"(8,)",10000,3,"{'alpha': 1000.0, 'hidden_layer_sizes': (8,), 'max_iter': 10000, 'random_state': 3}",0.7233333333333333,0.7233333333333333,0.0,82,1.0,1.0,0.0
716,17.09887981414795,0.0,0.004014253616333008,0.0,1000.0,"(32,)",10000,0,"{'alpha': 1000.0, 'hidden_layer_sizes': (32,), 'max_iter': 10000, 'random_state': 0}",0.7233333333333333,0.7233333333333333,0.0,82,1.0,1.0,0.0
748,123.45440912246704,0.0,0.005997896194458008,0.0,1000.0,"(128,)",10000,0,"{'alpha': 1000.0, 'hidden_layer_sizes': (128,), 'max_iter': 10000, 'random_state': 0}",0.7233333333333333,0.7233333333333333,0.0,82,1.0,1.0,0.0
745,73.94307923316956,0.0,0.009378910064697266,0.0,1000.0,"(128,)",1000,1,"{'alpha': 1000.0, 'hidden_layer_sizes': (128,), 'max_iter': 1000, 'random_state': 1}",0.7233333333333333,0.7233333333333333,0.0,82,1.0,1.0,0.0
744,70.59126091003418,0.0,0.008092164993286133,0.0,1000.0,"(128,)",1000,0,"{'alpha': 1000.0, 'hidden_layer_sizes': (128,), 'max_iter': 1000, 'random_state': 0}",0.7233333333333333,0.7233333333333333,0.0,82,1.0,1.0,0.0
718,23.312216997146606,0.0,0.005339860916137695,0.0,1000.0,"(32,)",10000,2,"{'alpha': 1000.0, 'hidden_layer_sizes': (32,), 'max_iter': 10000, 'random_state': 2}",0.7233333333333333,0.7233333333333333,0.0,82,1.0,1.0,0.0
729,35.73684597015381,0.0,0.00457310676574707,0.0,1000.0,"(64,)",1000,1,"{'alpha': 1000.0, 'hidden_layer_sizes': (64,), 'max_iter': 1000, 'random_state': 1}",0.7233333333333333,0.7233333333333333,0.0,82,1.0,1.0,0.0
714,20.31373882293701,0.0,0.005498170852661133,0.0,1000.0,"(32,)",1000,2,"{'alpha': 1000.0, 'hidden_layer_sizes': (32,), 'max_iter': 1000, 'random_state': 2}",0.7216666666666667,0.7216666666666667,0.0,98,1.0,1.0,0.0
750,118.82822918891907,0.0,0.006048917770385742,0.0,1000.0,"(128,)",10000,2,"{'alpha': 1000.0, 'hidden_layer_sizes': (128,), 'max_iter': 10000, 'random_state': 2}",0.7216666666666667,0.7216666666666667,0.0,98,1.0,1.0,0.0
762,138.80466508865356,0.0,0.008201122283935547,0.0,1000.0,"(256,)",1000,2,"{'alpha': 1000.0, 'hidden_layer_sizes': (256,), 'max_iter': 1000, 'random_state': 2}",0.7216666666666667,0.7216666666666667,0.0,98,1.0,1.0,0.0
735,73.39145016670227,0.0,0.0039250850677490234,0.0,1000.0,"(64,)",10000,3,"{'alpha': 1000.0, 'hidden_layer_sizes': (64,), 'max_iter': 10000, 'random_state': 3}",0.7216666666666667,0.7216666666666667,0.0,98,1.0,1.0,0.0
734,81.46545481681824,0.0,0.00392913818359375,0.0,1000.0,"(64,)",10000,2,"{'alpha': 1000.0, 'hidden_layer_sizes': (64,), 'max_iter': 10000, 'random_state': 2}",0.7216666666666667,0.7216666666666667,0.0,98,1.0,1.0,0.0
731,34.262381076812744,0.0,0.004451751708984375,0.0,1000.0,"(64,)",1000,3,"{'alpha': 1000.0, 'hidden_layer_sizes': (64,), 'max_iter': 1000, 'random_state': 3}",0.7216666666666667,0.7216666666666667,0.0,98,1.0,1.0,0.0
730,37.37241005897522,0.0,0.007912874221801758,0.0,1000.0,"(64,)",1000,2,"{'alpha': 1000.0, 'hidden_layer_sizes': (64,), 'max_iter': 1000, 'random_state': 2}",0.7216666666666667,0.7216666666666667,0.0,98,1.0,1.0,0.0
